Date,Location,MaxTemp,MinTemp,Rainfall,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm
2017-01-05,MelbourneAirport,33.8,17.3,0,24,17,47,26,1016.8,1013.2
2017-01-06,MelbourneAirport,34.4,16.2,0,7,17,80,32,1016.2,1013.1
2017-01-07,MelbourneAirport,36.8,18.5,0,43,26,39,25,1012.7,1008.9
2017-01-08,MelbourneAirport,34.7,26,0,28,28,36,58,1005.6,1007.1
2017-01-09,MelbourneAirport,24,17.3,0,13,7,72,57,1012.4,1011.1
2017-01-10,MelbourneAirport,29.6,16.5,0,13,24,84,45,1012.7,1008.1
2017-01-11,MelbourneAirport,26.9,14.4,0,17,24,63,34,1011.7,1010
2017-01-12,MelbourneAirport,29,11.2,0,11,7,61,35,1013.2,1009.7
2017-01-13,MelbourneAirport,29.9,16.7,1,20,26,54,71,998.6,998.3
2017-01-14,MelbourneAirport,24.3,11.7,4,20,31,57,39,1008.7,1010.8
2017-01-15,MelbourneAirport,22.6,11,0,15,19,56,42,1018.7,1017.4
2017-01-16,MelbourneAirport,33.4,11.9,0,9,17,67,18,1016,1011.3
2017-01-17,MelbourneAirport,38.3,16.7,0,13,31,23,16,1009.4,1006.2
2017-01-18,MelbourneAirport,21.2,13.9,0.4,28,35,58,45,1013.7,1015.2
2017-01-19,MelbourneAirport,25.8,8.9,0,22,6,58,31,1014,1009
2017-01-20,MelbourneAirport,21,15.1,16.6,11,33,88,55,995.3,1001.7
2017-01-21,MelbourneAirport,22.2,13.3,0,22,19,65,49,1014.9,1015.2
2017-01-22,MelbourneAirport,30.1,10.9,0,9,9,75,42,1016.4,1012.2
2017-01-23,MelbourneAirport,37.4,16.7,0,17,22,43,21,1006.5,1003.3
2017-01-24,MelbourneAirport,23.8,17.5,0.6,35,31,57,47,1012.5,1015.8
2017-01-25,MelbourneAirport,23.3,10,0,9,19,63,33,1020.9,1018.2
2017-01-26,MelbourneAirport,21.5,13.2,0,22,20,65,64,1019.2,1018.7
2017-01-27,MelbourneAirport,25.7,15.9,0,19,17,64,45,1017.4,1014.3
2017-01-28,MelbourneAirport,31.3,12.5,0,15,24,58,50,1013.4,1014.1
2017-01-29,MelbourneAirport,28.9,14,0,13,17,71,40,1017.3,1013.9
2017-01-30,MelbourneAirport,30.7,16.4,0,33,30,59,28,1004.9,1006
2017-01-31,MelbourneAirport,22.6,15.4,0,26,22,49,38,1013.9,1013.7
2017-02-01,MelbourneAirport,21,11.4,0,9,11,61,44,1015.2,1012.4
2017-02-02,MelbourneAirport,26.4,10.1,0,20,22,57,32,1016.6,1014.7
2017-02-03,MelbourneAirport,28.4,12.7,0,7,11,66,32,1016.5,1013.2
2017-02-04,MelbourneAirport,36.5,11.6,0,4,28,74,10,1011.9,1007.7
2017-02-05,MelbourneAirport,30.9,17,0,24,28,59,46,1007.4,1005
2017-02-06,MelbourneAirport,17.2,14.1,25.6,17,24,94,60,1016,1017.2
2017-02-07,MelbourneAirport,26.7,14.2,0,22,13,60,51,1021.6,1018.9
2017-02-08,MelbourneAirport,35.5,14.3,0,15,44,68,32,1018.7,1014.1
2017-02-09,MelbourneAirport,37.4,22.6,0,63,22,56,35,1009.6,1008.1
2017-02-10,MelbourneAirport,31.2,16.8,0,13,7,87,47,1012.3,1009.2
2017-02-11,MelbourneAirport,27.2,16.5,0,9,7,77,51,1009.3,1007.8
2017-02-12,MelbourneAirport,20.7,13.3,1,17,35,85,33,1008,1008.9
2017-02-13,MelbourneAirport,21.3,12,0,33,24,73,50,1012.2,1012.9
2017-02-14,MelbourneAirport,20.3,13.2,0.4,22,20,86,45,1019.1,1019
2017-02-15,MelbourneAirport,31.8,7.8,0,31,39,63,18,1013,1008.3
2017-02-16,MelbourneAirport,25.2,16.4,0,17,20,89,57,1011.5,1007.9
2017-02-17,MelbourneAirport,25.6,11.3,0,13,15,72,32,1009.8,1008.1
2017-02-18,MelbourneAirport,19.3,9.9,0,17,26,60,43,1011,1010.7
2017-02-19,MelbourneAirport,17.5,8.1,0,22,33,56,77,1009.9,1009
2017-02-20,MelbourneAirport,22.2,9.2,4.8,31,31,70,35,1012.9,1013.1
2017-02-21,MelbourneAirport,25.1,7.4,0,9,11,71,28,1021.3,1019
2017-02-22,MelbourneAirport,34,9.6,0,26,39,31,24,1015.3,1010.3
2017-02-23,MelbourneAirport,26.8,12.5,0,22,15,56,39,1017,1017.7
2017-02-24,MelbourneAirport,20.9,14.9,0,20,30,66,49,1024.3,1024.7
2017-02-25,MelbourneAirport,21.2,13.1,0.6,22,20,56,43,1024.8,1021.8
2017-02-26,MelbourneAirport,30.2,11.5,0,7,19,82,34,1021.5,1018.8
2017-02-27,MelbourneAirport,32.7,13.4,0,35,13,36,22,1022.3,1020.4
2017-02-28,MelbourneAirport,33.9,16.3,0,31,9,36,21,1021.8,1019.8
2017-03-01,MelbourneAirport,33.2,14.8,0,11,22,41,17,1021.1,1019.2
2017-03-02,MelbourneAirport,26.1,11.9,0,7,24,89,52,1019.5,1019.1
2017-03-03,MelbourneAirport,27.3,16.7,0,17,28,86,58,1022.8,1020.2
2017-03-04,MelbourneAirport,29.7,14.7,0,13,15,89,45,1018.3,1014.4
2017-03-05,MelbourneAirport,26,17.9,0,15,28,85,58,1015.4,1014.7
2017-03-06,MelbourneAirport,27.7,16.8,0,24,26,75,37,1017.3,1015.4
2017-03-07,MelbourneAirport,27.9,10.7,0,9,9,73,29,1019.6,1017.1
2017-03-08,MelbourneAirport,31.1,11.5,0,9,11,69,21,1018.6,1015.4
2017-03-09,MelbourneAirport,32.7,13.4,0,31,2,44,21,1017,1014.9
2017-03-10,MelbourneAirport,26.9,13.2,0,7,19,71,55,1017.3,1015.6
2017-03-11,MelbourneAirport,27.9,15.5,0,4,13,77,49,1013,1008.8
2017-03-12,MelbourneAirport,33.3,16.2,0.6,7,22,91,43,1000.8,1000.1
2017-03-13,MelbourneAirport,26.6,12.5,0,11,20,84,48,1013.4,1013.7
2017-03-14,MelbourneAirport,32.9,15.5,0,9,24,81,31,1018.8,1016.1
2017-03-15,MelbourneAirport,33.9,19.5,0,30,39,48,29,1016.5,1012.1
2017-03-16,MelbourneAirport,23.2,19.9,2.8,28,26,86,56,1009.3,1012
2017-03-17,MelbourneAirport,21.9,13,0,30,30,56,41,1023.9,1024
2017-03-18,MelbourneAirport,30.7,10.2,0,13,17,71,30,1025.1,1022.4
2017-03-19,MelbourneAirport,34.6,15.1,0,24,13,43,24,1019.8,1015.4
2017-03-20,MelbourneAirport,29.1,18.1,7,15,26,97,68,1016.4,1013.8
2017-03-21,MelbourneAirport,27.7,18.6,6.4,9,22,97,67,1013.3,1009.7
2017-03-22,MelbourneAirport,21,17,5,22,30,97,79,1016.3,1016.1
2017-03-23,MelbourneAirport,24.8,14.2,0.4,19,15,82,49,1020.4,1018.4
2017-03-24,MelbourneAirport,25.3,11.2,0,9,13,89,50,1019.7,1016
2017-03-25,MelbourneAirport,31.7,15.2,0,37,20,65,42,1012.3,1010.2
2017-03-26,MelbourneAirport,26.2,17.1,4.8,6,11,90,63,1015,1012.2
2017-03-27,MelbourneAirport,31.7,18,0,56,24,52,82,1005.4,1008.8
2017-03-28,MelbourneAirport,24.4,9.9,2.2,13,7,73,40,1014.9,1012
2017-03-29,MelbourneAirport,27.6,12.1,0,28,30,53,30,1009.1,1005.1
2017-03-30,MelbourneAirport,18.8,7.6,3.2,22,30,78,47,1016.5,1017.4
2017-03-31,MelbourneAirport,18.7,9.2,1,11,20,76,39,1022.5,1019.7
2017-04-01,MelbourneAirport,19,7.5,0,22,26,83,40,1021,1022.4
2017-04-02,MelbourneAirport,18.4,11.2,0.2,15,30,65,46,1029.5,1028.5
2017-04-03,MelbourneAirport,21.7,5.5,0,9,11,68,37,1031.5,1028.4
2017-04-04,MelbourneAirport,24.8,6.6,0,13,20,52,32,1030.6,1026.8
2017-04-05,MelbourneAirport,25.9,9.8,0,31,15,50,26,1026,1022.1
2017-04-06,MelbourneAirport,26,11.8,0,28,11,38,22,1023.9,1021.5
2017-04-07,MelbourneAirport,26.7,12.5,0,35,33,38,25,1024.8,1020.5
2017-04-08,MelbourneAirport,28.8,15.7,0,41,37,43,25,1018.6,1013.2
2017-04-09,MelbourneAirport,14.8,10.4,6.6,28,41,86,79,1007.3,1005.7
2017-04-10,MelbourneAirport,14,9,35.6,31,35,94,60,1015.5,1018.2
2017-04-11,MelbourneAirport,19,10.7,1.8,15,26,94,63,1024.4,1023.5
2017-04-12,MelbourneAirport,19.5,10.5,0,7,15,85,55,1026.7,1024
2017-04-13,MelbourneAirport,23.6,8.5,0,9,15,83,46,1024.7,1021.5
2017-04-14,MelbourneAirport,17.6,10.8,0.2,11,19,79,65,1024.7,1022.7
2017-04-15,MelbourneAirport,16.6,8.3,0,11,13,73,50,1022.6,1019.9
2017-04-16,MelbourneAirport,21.7,7.9,0.2,9,9,71,41,1020.6,1018.4
2017-04-17,MelbourneAirport,17.9,10.7,0,2,13,85,68,1023.6,1021.9
2017-04-18,MelbourneAirport,21.4,9.8,0,7,7,89,49,1026.8,1025.7
2017-04-19,MelbourneAirport,26.3,10,0,6,30,86,38,1028,1024.4
2017-04-20,MelbourneAirport,26.3,14.8,0,37,30,49,38,1026,1022.3
2017-04-21,MelbourneAirport,19.1,15.4,7.8,35,33,87,91,1020.4,1019.7
2017-04-22,MelbourneAirport,22.1,15.2,8.4,30,28,83,64,1023.7,1021.5
2017-04-23,MelbourneAirport,22,13.2,1.6,11,7,80,56,1025,1022
2017-04-24,MelbourneAirport,23.4,14.8,3.6,17,19,93,58,1020.3,1015
2017-04-25,MelbourneAirport,18.1,15.8,21,20,24,88,70,1008.5,1007.1
2017-04-26,MelbourneAirport,14.2,9.3,8,30,28,86,66,1010.3,1014.7
2017-04-27,MelbourneAirport,14.4,6.3,3,22,28,77,63,1023,1023.1
2017-04-28,MelbourneAirport,18.6,9.7,0,11,24,71,65,1024,1022.3
2017-04-29,MelbourneAirport,19.4,12.3,0,11,22,88,60,1023,1021.8
2017-04-30,MelbourneAirport,16.1,12.3,0.2,9,13,64,56,1023.4,1020.1
2017-05-01,MelbourneAirport,18.7,9.3,0,26,19,69,53,1016.3,1013.1
2017-05-02,MelbourneAirport,14.8,6.8,2,20,30,75,66,1020.2,1021.3
2017-05-03,MelbourneAirport,14.9,6.1,2.4,9,15,64,49,1030.9,1029.4
2017-05-04,MelbourneAirport,16.6,3.6,0,7,7,80,45,1032.2,1029.4
2017-05-05,MelbourneAirport,19.7,4.1,0.2,15,31,72,48,1028.5,1024
2017-05-06,MelbourneAirport,19.5,9.2,0,19,20,57,73,1019.8,1018.8
2017-05-07,MelbourneAirport,14.5,6.6,0,19,17,72,54,1029,1028.9
2017-05-08,MelbourneAirport,15.2,6.7,0,17,24,86,76,1032,1030.1
2017-05-09,MelbourneAirport,15.8,9.4,1.6,13,15,95,67,1029.7,1027
2017-05-10,MelbourneAirport,17.2,5.9,0,13,9,80,56,1026.8,1023.7
2017-05-11,MelbourneAirport,16.6,4.4,0,13,9,83,59,1026.5,1024.8
2017-05-12,MelbourneAirport,19.2,4.5,0,24,13,68,49,1025.6,1023
2017-05-13,MelbourneAirport,15.2,7.4,0,7,13,78,57,1025.8,1023.3
2017-05-14,MelbourneAirport,13.5,3.9,0,11,7,92,74,1024.1,1021.9
2017-05-15,MelbourneAirport,15.3,5.9,0.2,7,2,96,71,1021.4,1019.2
2017-05-16,MelbourneAirport,18.2,3.6,0.2,9,19,89,52,1020.4,1016.6
2017-05-17,MelbourneAirport,15.8,8.6,0.6,11,15,78,64,1020.5,1018.7
2017-05-18,MelbourneAirport,19.7,7.6,0,7,17,79,60,1024.4,1022.2
2017-05-19,MelbourneAirport,17.2,9.1,0.2,22,11,67,78,1020.7,1017.7
2017-05-20,MelbourneAirport,18.5,9.3,5,22,26,85,64,1017.1,1016
2017-05-21,MelbourneAirport,17.5,9.6,0,31,28,83,69,1019.8,1019.2
2017-05-22,MelbourneAirport,19.1,10.9,0,28,31,79,59,1022.5,1017.9
2017-05-23,MelbourneAirport,18,13.4,0,30,33,70,61,1018.1,1013.5
2017-05-24,MelbourneAirport,17.1,7.9,0,13,33,73,50,1015.5,1017
2017-05-25,MelbourneAirport,17.4,11.4,0,13,20,66,61,1021.3,1018.7
2017-05-26,MelbourneAirport,17.4,11.3,0,6,9,83,60,1023,1019.4
2017-05-27,MelbourneAirport,17.8,10.1,0,33,30,84,61,1017.7,1012.1
2017-05-28,MelbourneAirport,14.1,8.8,5.8,13,22,71,77,1008.2,1007.9
2017-05-29,MelbourneAirport,14,4,1,13,20,73,48,1019.5,1019.4
2017-05-30,MelbourneAirport,13.4,8.8,0.4,17,28,88,53,1021.7,1023.8
2017-05-31,MelbourneAirport,12.6,4.4,0.4,22,24,78,67,1033.2,1033.2
2017-06-01,MelbourneAirport,12.8,6.6,0,9,13,85,56,1037.5,1036
2017-06-02,MelbourneAirport,14.4,5,0,11,13,70,52,1037.5,1034.9
2017-06-03,MelbourneAirport,14.2,7.3,0,9,9,79,65,1034.3,1031.4
2017-06-04,MelbourneAirport,14.9,3.1,0.2,17,2,86,49,1029.7,1026.3
2017-06-05,MelbourneAirport,17.5,4.9,0,15,19,78,55,1025.6,1022.2
2017-06-06,MelbourneAirport,12.8,7.2,6.6,20,28,90,64,1026.2,1027.1
2017-06-07,MelbourneAirport,13.5,5.1,1.8,9,19,83,55,1030.3,1028.3
2017-06-08,MelbourneAirport,14.7,2.4,0,13,26,78,81,1028.9,1027.1
2017-06-09,MelbourneAirport,14.2,6.5,4.4,9,19,92,58,1033.2,1032.5
2017-06-10,MelbourneAirport,14.5,5.8,0,4,7,87,61,1034.8,1032.2
2017-06-11,MelbourneAirport,16.8,3.4,0.2,19,0,79,59,1029.2,1025.6
2017-06-12,MelbourneAirport,16.9,6.9,0,19,22,81,69,1026.9,1025.9
2017-06-13,MelbourneAirport,13.7,5.5,0,6,0,84,70,1032.3,1030.2
2017-06-14,MelbourneAirport,16.1,2.1,0.2,7,15,93,62,1030.3,1027.6
2017-06-15,MelbourneAirport,17.1,6.5,0,24,17,82,64,1027.8,1025.2
2017-06-16,MelbourneAirport,16.6,6.3,0,17,0,78,65,1026.5,1024.2
2017-06-17,MelbourneAirport,15.3,4.1,0,17,6,86,62,1026.1,1024.8
2017-06-18,MelbourneAirport,15.9,5.9,0,7,11,90,61,1030,1028.9
2017-06-19,MelbourneAirport,15.7,5.3,0,13,11,78,59,1032.6,1030
2017-06-20,MelbourneAirport,15.3,4.9,0,24,30,80,56,1028.2,1024.7
2017-06-21,MelbourneAirport,13.2,7.7,0.2,9,13,97,78,1029.1,1028.6
2017-06-22,MelbourneAirport,13,2.4,0,17,19,78,60,1028.6,1025
2017-06-23,MelbourneAirport,13.2,5.5,0,19,35,68,66,1018.7,1014
2017-06-24,MelbourneAirport,12.6,5.7,1.2,17,7,80,50,1018.9,1017.5
2017-06-25,MelbourneAirport,13.9,5.5,0,26,13,72,58,1017.8,1015.5
2013-03-01,Melbourne,25.1,14.4,0.4,15,33,60,31,1022.3,1021
2013-03-02,Melbourne,26.9,14.9,0,22,22,59,33,1025.4,1021.9
2013-03-03,Melbourne,29.1,13.9,0,9,15,66,27,1022.8,1019.6
2013-03-04,Melbourne,32.7,17.3,0,33,13,51,28,1020.9,1017.4
2013-03-05,Melbourne,33.6,18,0,50,20,48,24,1019.4,1016.1
2013-03-06,Melbourne,33.8,18.8,0,31,19,51,28,1017.1,1013.9
2013-03-07,Melbourne,35.5,22,0,30,15,49,28,1016.4,1014.4
2013-03-08,Melbourne,33,21.1,0,11,20,82,49,1019.5,1015.7
2013-03-09,Melbourne,35.8,21.9,0,46,22,40,25,1016.4,1013.4
2013-03-10,Melbourne,35.4,23.3,0,13,26,65,25,1016.3,1014.6
2013-03-11,Melbourne,37.1,20.6,0,11,19,73,23,1016.8,1014.4
2013-03-12,Melbourne,36.2,22.3,0,43,31,46,24,1015.3,1011.7
2013-03-13,Melbourne,27.2,26.5,0,24,30,41,41,1007.6,1009.6
2013-03-14,Melbourne,24.2,16.1,0.2,24,26,61,41,1015,1014.8
2013-03-15,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-03-16,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-03-17,Melbourne,19.9,11.5,NA,26,33,65,40,1022.9,1023.9
2013-03-18,Melbourne,21.9,12.5,17.4,7,26,93,55,1023.9,1023
2013-03-19,Melbourne,24,11.4,1.6,9,11,69,45,1024.7,1022.5
2013-03-20,Melbourne,28.8,13,0,26,31,65,33,1021.5,1015.6
2013-03-21,Melbourne,23.8,16.2,0,46,65,53,62,1005.8,1000.6
2013-03-22,Melbourne,20.5,14.7,0.4,13,15,67,49,1012.8,1011.7
2013-03-23,Melbourne,24.2,14.8,0,28,33,61,41,1015.8,1013.9
2013-03-24,Melbourne,25.7,16.5,0,31,24,55,37,1012.6,1011.8
2013-03-25,Melbourne,23.8,13.7,0,11,7,68,45,1019.6,1017.8
2013-03-26,Melbourne,31.4,16.2,0,28,28,61,20,1015.9,1011.8
2013-03-27,Melbourne,35.6,19.2,0,48,41,40,21,1009.1,1005.7
2013-03-28,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-03-29,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-03-30,Melbourne,22.4,12,NA,24,24,69,44,1016.2,1012.2
2013-03-31,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-01,Melbourne,20.1,9.5,NA,13,20,77,46,1019.1,1017.1
2013-04-02,Melbourne,19.9,11.7,0.6,15,20,87,76,1017.8,1018.2
2013-04-03,Melbourne,17.8,14,0.2,7,28,53,61,1025,1025.2
2013-04-04,Melbourne,21,10.2,0,6,13,70,44,1029.7,1027.5
2013-04-05,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-06,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-07,Melbourne,27.4,14.1,NA,35,15,50,32,1022.3,1019.7
2013-04-08,Melbourne,23.3,16.9,5.2,11,17,79,55,1025.9,1024.1
2013-04-09,Melbourne,23.5,14.1,0,9,15,79,54,1026.9,1023.2
2013-04-10,Melbourne,24.8,12.3,0,15,11,78,42,1023.2,1020.6
2013-04-11,Melbourne,18.4,14.6,0.2,11,15,74,79,1024.6,1024.3
2013-04-12,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-13,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-14,Melbourne,22.5,16.4,NA,7,20,66,53,1012.5,1008.7
2013-04-15,Melbourne,16,13.8,7.2,11,26,87,73,1012.6,1013
2013-04-16,Melbourne,20.2,11.5,0.4,11,20,58,43,1018.3,1015.8
2013-04-17,Melbourne,19.3,11.6,0,11,24,70,60,1018.1,1016.3
2013-04-18,Melbourne,18.5,11.1,1,11,31,93,52,1019.4,1020.2
2013-04-19,Melbourne,18.4,9.8,4.8,28,35,50,39,1026.3,1024.6
2013-04-20,Melbourne,19,9.8,0,24,20,68,44,1023.3,1019
2013-04-21,Melbourne,20.7,6.9,0,28,35,65,34,1013.6,1008
2013-04-22,Melbourne,17.2,10.9,1.2,37,20,87,78,1007,1006.9
2013-04-23,Melbourne,19.7,12,3.6,22,26,70,54,1014.5,1014.7
2013-04-24,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-25,Melbourne,21.2,10.8,NA,15,20,74,44,1021.2,1018.4
2013-04-26,Melbourne,23.6,13.9,2.4,13,30,63,37,1022,1020.5
2013-04-27,Melbourne,24.5,14.7,0,37,44,65,36,1018.4,1012.1
2013-04-28,Melbourne,19.5,16.6,0,9,24,74,54,1014.9,1015.7
2013-04-29,Melbourne,18.4,10.6,0,11,9,60,49,1024.1,1024.3
2013-04-30,Melbourne,19.3,7.9,0,11,6,75,39,1026.6,1023
2013-05-01,Melbourne,16.5,9.3,0,15,30,66,79,1021.5,1021.6
2013-05-02,Melbourne,18.3,7,1.8,6,6,76,44,1028.5,1025.8
2013-05-03,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-04,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-05,Melbourne,15.1,11.3,NA,9,24,52,55,1027.3,1025.4
2013-05-06,Melbourne,19,5.7,2,7,15,74,37,1026.9,1023
2013-05-07,Melbourne,20.2,7.2,0.8,11,30,84,42,1026.9,1024.2
2013-05-08,Melbourne,23,10.5,0,30,31,62,35,1028,1024.9
2013-05-09,Melbourne,25.5,13.5,0,33,20,57,40,1028.5,1026.7
2013-05-10,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-11,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-12,Melbourne,22.1,16.5,NA,44,35,44,39,1019.2,1015.4
2013-05-13,Melbourne,17,14.3,0.4,20,33,56,71,1013,1010.7
2013-05-14,Melbourne,13.6,7.8,2.4,30,22,68,67,1011.4,1009.4
2013-05-15,Melbourne,16.1,9.3,2.2,33,37,72,59,1007.3,1002.9
2013-05-16,Melbourne,16,10.3,8.6,31,31,72,81,1007.1,1008.8
2013-05-17,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-18,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-19,Melbourne,17.3,9.1,NA,13,15,76,52,1019.3,1016.5
2013-05-20,Melbourne,13.9,10.7,0.4,33,20,70,79,1016,1013.5
2013-05-21,Melbourne,17,7.4,5.2,11,7,82,53,1018,1015.5
2013-05-22,Melbourne,15.4,6.3,0,9,9,74,54,1013.3,1011.4
2013-05-23,Melbourne,17,5.6,0,9,26,80,56,1020.5,1020.5
2013-05-24,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-25,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,Melbourne,16.3,11.1,NA,19,17,68,61,1028.3,1026.7
2013-05-27,Melbourne,15.7,11.7,0,0,19,85,65,1031.1,1028.9
2013-05-28,Melbourne,18.3,5.2,0,7,30,88,53,1029.5,1025.9
2013-05-29,Melbourne,18.9,7.2,0,26,28,71,37,1026,1023
2013-05-30,Melbourne,15.7,12.1,1.2,28,24,69,88,1023,1021.7
2013-05-31,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-01,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-02,Melbourne,17.8,10.3,NA,24,22,92,69,1018,1019.9
2013-06-03,Melbourne,15.8,10.3,57.8,20,13,73,58,1025.2,1024.1
2013-06-04,Melbourne,15.3,11.8,0.6,0,0,78,63,1026.7,1024.8
2013-06-05,Melbourne,14.2,12,0,17,28,75,63,1023.2,1019.1
2013-06-06,Melbourne,17.3,12.5,0,26,31,70,51,1017.2,1014.1
2013-06-07,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-08,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-09,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-10,Melbourne,16.4,6.8,NA,26,31,77,47,1019.1,1016.4
2013-06-11,Melbourne,14.9,9.7,0.4,39,20,71,74,1018.6,1016
2013-06-12,Melbourne,13.5,9.4,0.4,9,15,82,88,1012.2,1008.2
2013-06-13,Melbourne,13,10.8,9.8,20,20,88,91,1008.9,1009
2013-06-14,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-15,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-16,Melbourne,14.9,9.3,NA,11,17,78,82,1021.7,1018.9
2013-06-17,Melbourne,12.1,7.2,2,13,17,86,82,1016.1,1014.3
2013-06-18,Melbourne,15.9,8.5,1.6,11,20,79,57,1018.6,1019
2013-06-19,Melbourne,15,4.8,0,9,17,85,NA,1027.3,NA
2013-06-20,Melbourne,15.2,2.3,0,15,15,87,43,1026.1,1022.1
2013-06-21,Melbourne,15.4,3.2,0,20,15,82,44,1021.8,1019.6
2013-06-22,Melbourne,14.8,2.9,0,17,13,74,59,1025.8,1025.2
2013-06-23,Melbourne,14.2,1.5,0,13,9,86,50,1031.7,1028.9
2013-06-24,Melbourne,12.1,2.1,0,11,9,97,72,1029.3,1026.7
2013-06-25,Melbourne,17.2,4,0,11,9,94,55,1026.6,1023.1
2013-06-26,Melbourne,17.5,2.9,0,17,13,86,48,1024.3,1021
2013-06-27,Melbourne,17.6,4.7,0,19,13,75,44,1022.9,1020.6
2013-06-28,Melbourne,16.9,6.7,0,13,9,86,53,1025.2,1023.2
2013-06-29,Melbourne,14.5,6.7,0,9,11,90,81,1028,1026.9
2013-06-30,Melbourne,18.3,5.4,0,15,17,88,56,1027.5,1024.2
2013-07-01,Melbourne,18.1,7.4,0,24,17,63,52,1023.5,1021
2013-07-02,Melbourne,19.2,12.7,1.6,22,26,68,39,1022.7,1020.5
2013-07-03,Melbourne,16,9.9,0,24,35,73,53,1022.3,1018.2
2013-07-04,Melbourne,16.3,9.6,0,48,43,64,44,1009.2,1003
2013-07-05,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-06,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-07,Melbourne,13.6,6.3,NA,30,28,81,60,1025.3,1024.1
2013-07-08,Melbourne,15.1,4.3,4.4,17,9,83,61,1032.9,1032.6
2013-07-09,Melbourne,14.5,3.1,0,17,11,87,62,1037.3,1033.1
2013-07-10,Melbourne,15.2,3.1,0,15,22,80,40,1032.9,1030.2
2013-07-11,Melbourne,16,4.2,0,17,30,77,50,1034,1030.3
2013-07-12,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-13,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-14,Melbourne,16.1,10.8,NA,35,41,74,70,1019.9,1016.4
2013-07-15,Melbourne,19.5,12.5,18,20,9,79,55,1019.5,1018.6
2013-07-16,Melbourne,16.7,10.6,0,17,24,89,63,1023,1020.9
2013-07-17,Melbourne,18.2,10.5,0,22,26,80,55,1020.4,1016.6
2013-07-18,Melbourne,23.3,12.9,0,28,37,63,47,1011.4,1005.6
2013-07-19,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-20,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-21,Melbourne,11.1,5.7,NA,37,35,76,62,1011.4,1011.2
2013-07-22,Melbourne,14.3,6.4,20,11,19,77,44,1015,1015.2
2013-07-23,Melbourne,13.9,8,3.2,20,26,85,65,1024,1025.9
2013-07-24,Melbourne,14.4,10.6,0,7,19,61,60,1032.5,1030.6
2013-07-25,Melbourne,12.4,4.1,0,31,31,75,60,1028.4,1025
2013-07-26,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-27,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-28,Melbourne,18.2,10.5,NA,37,37,43,40,1020.8,1015.7
2013-07-29,Melbourne,19.5,12.2,5,26,24,76,48,1017.9,1015.1
2013-07-30,Melbourne,16.2,10.3,2.2,17,13,80,44,1022,1022.1
2013-07-31,Melbourne,15.7,3.6,0,9,6,81,47,1026,1023
2013-08-01,Melbourne,14.8,5.2,0,20,24,73,44,1023.1,1019.1
2013-08-02,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-03,Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-04,Melbourne,14.1,8.3,NA,17,22,72,71,1013.5,1012.6
2013-08-05,Melbourne,16.1,9.4,17,28,35,67,59,1012.7,1008.4
